LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,System,VariableTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
441,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,Mac_E132,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
447,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",Mac_E227,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",Mac,O O O O O LOI O O O O O,0,1,0,0,0,0,0,0,0,0
448,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,Mac_E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,Mac,O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
459,Jul,3,10:28:07,authorMacBook-Pro,pkd,324,,enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,Mac_E211,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>) <*>-<*>-<*>-<*>-<*> <*>,Mac,O O O O O LOI O O O O O O O,0,1,0,0,0,0,0,0,0,0
461,Jul,3,10:40:41,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",Mac_E76,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,Mac,O O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
462,Jul,3,10:40:42,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,Mac_E82,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,Mac,O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
466,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,Mac_E18,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,Mac,O O O O O LOI O O O O O O O,0,1,0,0,0,0,0,0,0,0
484,Jul,3,12:31:55,authorMacBook-Pro,kernel,0,,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",Mac_E280,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>",Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
485,Jul,3,12:35:55,authorMacBook-Pro,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 0",Mac_E270,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",Mac,O O O O O LOI O O STC O O O O LOI O LOI,0,3,0,0,0,0,0,0,1,0
488,Jul,3,12:36:01,authorMacBook-Pro,kernel,0,,"Unexpected payload found for message 9, dataLen 0",Mac_E327,"Unexpected payload found for message <*>, dataLen <*>",Mac,O O O O O O,0,0,0,0,0,0,0,0,0,0
489,Jul,3,12:36:38,calvisitor-10-105-160-237,corecaptured,33373,,CCFile::captureLog,Mac_E167,CCFile::captureLog,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
490,Jul,3,12:36:44,calvisitor-10-105-160-237,kernel,0,,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,Mac_E210,en0: Supported channels <*>,Mac,O O O O O O O O LOI O O O,0,1,0,0,0,0,0,0,0,0
493,Jul,3,13:21:50,calvisitor-10-105-160-237,kernel,0,,ARPT: 681387.132167: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,Mac_E127,ARPT: <*>: <*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,Mac,O O O O O O O O O O O O STC O O O O O O O O,0,0,0,0,0,0,0,0,1,0
496,Jul,3,13:31:35,calvisitor-10-105-160-237,CrashReporterSupportHelper,252,,Internal name did not resolve to internal address!,Mac_E247,Internal name did not resolve to internal address!,Mac,O O O O O O,0,0,0,0,0,0,0,0,0,0
498,Jul,3,13:39:50,calvisitor-10-105-160-237,com.apple.xpc.launchd,1,com.apple.WebKit.Networking.A546008E-07AF-4FFC-8FF8-D8FD260359D9[33438],Service exited with abnormal code: 1,Mac_E307,Service exited with abnormal code: <*>,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
499,Jul,3,13:40:27,calvisitor-10-105-160-237,wirelessproxd,75,,Central manager is not powered on,Mac_E181,Central manager is not powered on,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
502,Jul,3,13:48:39,calvisitor-10-105-160-237,corecaptured,33452,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml, Current File [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml",Mac_E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-<*>",Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
504,Jul,3,13:50:14,authorMacBook-Pro,corecaptured,33452,,"CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng",Mac_E174,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,O O O O O O O O O O OID O O STC,1,0,0,0,0,0,0,0,1,0
505,Jul,3,13:50:15,authorMacBook-Pro,kernel,0,,ARPT: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024,Mac_E133,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,Mac,O O O O O O O O O O O STC O,0,0,0,0,0,0,0,0,1,0
512,Jul,3,13:54:18,calvisitor-10-105-160-237,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,Mac_E104,<IMMacNotificationCenterManager: <*>: DND Enabled: YES,Mac,O O O O O O OID O O O O LOI,1,1,0,0,0,0,0,0,0,0
516,Jul,3,13:55:56,calvisitor-10-105-160-237,sharingd,30299,,13:55:56.094 : Starting AirDrop server for user 501 on wake,Mac_E72,<*>:<*>:<*> : Starting AirDrop server for user <*> on wake,Mac,O O O O O O OID LOI O O,1,1,0,0,0,0,0,0,0,0
519,Jul,3,14:35:17,calvisitor-10-105-160-237,kernel,0,,ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: 17.249.28.77,Mac_E147,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,Mac,O O O O O O O O O O O O STC O O O O O O O O,0,0,0,0,0,0,0,0,1,0
530,Jul,3,15:28:51,calvisitor-10-105-160-237,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.",Mac_E99,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.",Mac,O O O O O O OID O O O,1,0,0,0,0,0,0,0,0,0
538,Jul,3,15:46:31,calvisitor-10-105-160-237,configd,53,,network changed: v4(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,Mac_E266,network changed: <*>(<*>:<*>) <*>(<*>) DNS Proxy SMB,Mac,O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
541,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,Mac_E176,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
546,Jul,3,15:53:49,calvisitor-10-105-160-237,corecaptured,33533,,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats",Mac_E177,"CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>",Mac,O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
557,Jul,3,16:07:33,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,Mac_E265,network changed: <*>(<*>) DNS- Proxy-,Mac,O O O O O LOI O O O,0,1,0,0,0,0,0,0,0,0
567,Jul,3,16:07:40,authorMacBook-Pro,kernel,0,,ARPT: 682834.192587: wlc_dump_aggfifo:,Mac_E151,ARPT: <*>: wlc_dump_aggfifo:,Mac,O O O O O O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
579,Jul,3,16:25:45,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,Mac_E14,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,Mac,O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
588,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml",Mac_E204,doSaveChannels@<*>: Will write to: <*>,Mac,O O O O O O OID O O O O O O O,1,0,0,0,0,0,0,0,0,0
592,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,Mac_E317,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable,Mac,O O O O O LOI O O O OBA,0,1,0,0,0,0,0,1,0,0
607,Jul,3,16:36:40,calvisitor-10-105-160-184,AddressBookSourceSync,33594,,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",Mac_E27,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
613,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate image path: /var/vm/sleepimage,Mac_E226,hibernate image path: <*>,Mac,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
614,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages,Mac_E228,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,Mac,O O O O O O OID OID O O,2,0,0,0,0,0,0,0,0,0
615,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s",Mac_E229,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",Mac,O O O O O O O O O TID,0,0,0,1,0,0,0,0,0,0
617,Jul,3,17:10:11,calvisitor-10-105-160-184,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,Mac_E155,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,Mac,O O O O O O,0,0,0,0,0,0,0,0,0,0
619,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,hibernate_machine_init reading,Mac_E230,hibernate_machine_init reading,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
620,Jul,3,17:23:55,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,Mac_E154,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>,Mac,O O O O O O OID O O O O LOI O O LOI,1,2,0,0,0,0,0,0,0,0
627,Jul,3,17:26:04,calvisitor-10-105-160-184,WeChat,24144,,jemmytest,Mac_E253,jemmytest,Mac,O O O O O LOI O O O O O STC O STC,0,1,0,0,0,0,0,0,2,0
628,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,hibernate_setup(0) took 4429 ms,Mac_E239,hibernate_setup(<*>) took <*> ms,Mac,O O O O O O O O O O OID O O O O O O O O,1,0,0,0,0,0,0,0,0,0
629,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,Mac_E6,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,Mac,O O O O O O O O O O TDA O,0,0,0,0,0,1,0,0,0,0
630,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,Mac_E7,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,Mac,O O O O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
631,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,hciControllerOnline; HID devices? 0,Mac_E225,hciControllerOnline; HID devices? <*>,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
632,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,INIT -- Host controller is published,Mac_E246,INIT -- Host controller is published,Mac,O O O O O O O O O O STC O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,1,0
633,Jul,3,17:51:25,calvisitor-10-105-160-184,kernel,0,,"polled file major 1, minor 0, blocksize 4096, pollers 5",Mac_E292,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",Mac,O O O O O O O O O O O STC,0,0,0,0,0,0,0,0,1,0
636,Jul,3,18:06:58,calvisitor-10-105-160-184,kernel,0,,BuildActDeviceEntry exit,Mac_E160,BuildActDeviceEntry exit,Mac,O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
640,Jul,3,18:35:06,calvisitor-10-105-162-32,kernel,0,,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,",Mac_E136,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,O O O O O O OID O O O OBA O OBA O OBA,1,0,0,0,0,0,0,3,0,0
643,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,Wake reason: ARPT (Network),Mac_E336,Wake reason: ARPT (Network),Mac,O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
644,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,AppleActuatorHIDEventDriver: message service is terminated,Mac_E117,AppleActuatorHIDEventDriver: message service is terminated,Mac,O O O O O LOI O O O O O STC O STC,0,1,0,0,0,0,0,0,2,0
649,Jul,3,18:57:01,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7",Mac_E170,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<NUM>_rsn:<NUM>",Mac,O O O O O O O OID O O O O O O O O O O O,1,0,0,0,0,0,0,0,0,0
652,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,payload Data 07 00,Mac_E284,payload Data <*> <*>,Mac,O O O O O O O O LOI O LOI O LOI,0,3,0,0,0,0,0,0,0,0
659,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,Mac_E340,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,Mac,O O O O O O O OID O O O O O O O O O O O,1,0,0,0,0,0,0,0,0,0
660,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",Mac_E241,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",Mac,O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
662,Jul,3,19:04:48,calvisitor-10-105-162-32,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,Mac_E23,[BluetoothHIDDeviceController] EventServiceConnectedCallback,Mac,O O O O O O,0,0,0,0,0,0,0,0,0,0
675,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,Mac_E238,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,Mac,O O O O O O O O O O O O O O O O O LOI O O STC O O O O O O O O O O O O LOI,0,2,0,0,0,0,0,0,1,0
676,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,BuildActDeviceEntry enter,Mac_E159,BuildActDeviceEntry enter,Mac,O O O O O O O O O O TDA O,0,0,0,0,0,1,0,0,0,0
680,Jul,3,20:07:56,calvisitor-10-105-161-225,mdworker,33804,,(ImportBailout.Error:1331) Asked to exit for Diskarb,Mac_E3,(ImportBailout.Error:<*>) Asked to exit for Diskarb,Mac,O O O O O O O O O TID,0,0,0,1,0,0,0,0,0,0
683,Jul,3,20:25:13,calvisitor-10-105-161-225,GoogleSoftwareUpdateAgent,33847,,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=com.google.Keystone version=1.2.8.57 xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,Mac_E89,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> url=<*> creationDate=<*>-<*>-<*> <*>:<*>:<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*> >,Mac,O O O O O O LOI O O O O O O O O O O O O O O TDA O,0,1,0,0,0,1,0,0,0,0
689,Jul,3,21:17:04,calvisitor-10-105-161-225,Safari,9852,,KeychainGetICDPStatus: status: off,Mac_E257,KeychainGetICDPStatus: status: off,Mac,O O O O O O O O O O O LOI O O LOI,0,2,0,0,0,0,0,0,0,0
713,Jul,3,23:44:36,airbears2-10-142-110-255,kernel,0,,ARPT: 697702.656868: AirPort_Brcm43xx::powerChange: System Sleep,Mac_E126,ARPT: <*>: <*>::powerChange: System Sleep,Mac,O O O O O O OID OID O O,2,0,0,0,0,0,0,0,0,0
714,Jul,3,23:55:44,airbears2-10-142-110-255,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60,Mac_E320,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,Mac,O O O O O O O O O TID,0,0,0,1,0,0,0,0,0,0
722,Jul,4,01:00:22,airbears2-10-142-110-255,com.apple.AddressBook.InternetAccountsBridge,646,,Checking iCDP status for DSID 874161398 (checkWithServer=0),Mac_E185,Checking iCDP status for DSID <*> (checkWithServer=<*>),Mac,O O O O O O OID O O OBA O O OBA O O,1,0,0,0,0,0,0,2,0,0
817,Jul,4,07:23:47,authorMacBook-Pro,configd,53,,network changed: DNS*,Mac_E268,network changed: DNS*,Mac,O O O O O O,0,0,0,0,0,0,0,0,0,0
856,Jul,4,09:42:57,calvisitor-10-105-162-105,GoogleSoftwareUpdateAgent,34603,,"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[field.1.2.840.113635.100.6.2.6] exists and certificate leaf[field.1.2.840.113635.100.6.1.13] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'",Mac_E91,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*>' with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""<*>"" and (identifier=""com.google.Keystone"")'",Mac,O O O O O O O,0,0,0,0,0,0,0,0,0,0
857,Jul,4,09:42:58,calvisitor-10-105-162-105,ksfetch,34604,,2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.,Mac_E95,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch done fetching.,Mac,O O O O O O O O O LOI,0,1,0,0,0,0,0,0,0,0
868,Jul,4,09:57:31,authorMacBook-Pro,configd,53,,network changed: v4(en0!:10.105.162.105) DNS+ Proxy+ SMB,Mac_E264,network changed: <*>(<*>!:<*>) DNS+ Proxy+ SMB,Mac,O O O O O O O O O O OID O O O O O O O O,1,0,0,0,0,0,0,0,0,0
870,Jul,4,10:09:39,calvisitor-10-105-162-105,AddressBookSourceSync,34636,,-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),Mac_E47,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),Mac,O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
898,Jul,4,11:28:41,authorMacBook-Pro,corecaptured,34722,,"CCFile::captureLog Received Capture notice id: 1499192921.020010, reason = AssocFail:sts:5_rsn:0",Mac_E169,"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<NUM>_rsn:<NUM>",Mac,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
